EventsID,SiteCode,EventCode,Personnel,CrewLeader,SiteName,TribTo,Date,TimeStart,TimeEnd,MouthLat,MouthLon,SiteLat,SiteLon,Discharge,WaterTemp,pH,SpecCond,Alk,DO,Hardness,AirTemp,Turbidity,Format,Unassessed,Connectivity,Loyalsock,FarmStreams,Other,Location,EventNotes,Weather,WQTime
1275,CoxDownstream.LittleMuncy,201907.CoxDownstream.LittleMuncy,,,Cox.Run...Downstream,Little Muncy Creek,7/17/2019,12:15:00 PM,,41.20269,-76.62372,41.20269,-76.62372,,,,,,,,32.7778,,Single,Unassessed,,,,,At Mouth,,,
1276,CoxUpstream.LittleMuncy,201907.CoxUpstream.LittleMuncy,,,Cox.Run...Upstream,Little Muncy Creek,7/17/2019,12:45:00 PM,,41.20269,-76.62372,41.195095,-76.718116,,22.7,7.94,163.9,38,8.04,,32.8,,Single,Unassessed,,,,,At the Bridge om Rt.442 upstream,,,
1277,Oak.Wolf,201907.Oak.Wolf,,,Oak.Run,Wolf Run,7/17/2019,9:10:00 AM,,41.243661,-76.772859,41.243669,-76.772861,,20.7,6.93,206,46,7.96,,23.8,,Single,Unassessed,,,,,Reach started at rt 220 bridge > upstream,,,
1278,Shepman.LittleMuncy,201907.Shepman.LittleMuncy,,,Shepman.Run,Little Muncy Creek,7/17/2019,11:00:00 AM,,41.19142,-76.68411,41.201645,-76.672617,,20,7.8,182.4,48,8.4,,32.2,,Single,Unassessed,,,,,Second culvert on Arch Rider Road,,,
1279,DevilsRacecourse.Rattling,201907.DevilsRacecourse.Rattling,,,Devils.Racecourse,Rattling Run,7/18/2019,10:30:00 AM,,40.446274,-76.721513,40.446274,-76.721513,,16.4,4.12,31.2,0,8.31,,26,,Single,Unassessed,,,,,Started at Mouth,,,
1280,EastRausch.Rausch,201907.EastRausch.Rausch,,,East.Branch.Rausch.Creek,Rausch Creek,7/18/2019,2:30:00 PM,,40.503111,-76.60056,40.503111,-76.60056,,18.2,4.58,22.6,0.8,8.12,,26,,Single,Unassessed,,,,,Started at Mouth,,,
1281,Rattling.Stony,201907.Rattling.Stony,,,Rattling.Run,Stony Creek,7/18/2019,10:02:00 AM,,40.435146,-76.71642,40.435957,-76.716543,,18.5,4.15,28.3,0,8.11,,26.6667,,Single,Unassessed,,,,,Along Stony Valley RR Crane Trail Gamelands 211,,,
1282,Rausch.Stony,201907.Rausch.Stony,,,Rausch.Creek,Stony Creek,7/18/2019,12:43:00 PM,,40.493056,-76.5925,40.493809,-76.592936,,17.7,5.5,37.2,7,7.73,,31.1,,Single,Unassessed,,,,,About 100 yards above mouth to Stony Creek. tangled mess downstream,,,
1283,CabalaDownstream.Stony,201907.CabalaDownstream.Stony,,,Cabala.Creek...Downstream,Stony Run,7/22/2019,9:15:00 AM,,40.61157,-77.12755,40.61157,-77.12755,,22.9,6.19,186.4,28,7.47,,26.111,,Single,Unassessed,,,,,Mouth,,,
1284,CabalaUpstream.Stony,201907.CabalaUpstream.Stony,,,Cabala.Creek...Upstream,Stony Run,7/22/2019,10:00:00 AM,,40.614657,-77.12755,40.614657,-77.116178,,23,6.49,181.8,28,5.41,,25.556,,Single,Unassessed,,,,,bridge on rt. 235,,,
1285,Dutchman.Cocolamus,201907.Dutchman.Cocolamus,,,Dutchman.Run,Cocolamus Creek,7/22/2019,11:15:00 AM,,40.597307,-77.155144,40.597307,-77.155144,,22,6.65,104.5,22,8.15,,23.9,,Single,Unassessed,,,,,At the mouth,,,
1286,Stony.Cocolamus,201907.Stony.Cocolamus,,,Stony.Run,Cocolamus Creek,7/22/2019,12:30:00 PM,,40.60723,-77.13862,40.611629,-77.127921,,23.9,6.72,192.2,39,7.36,,26.7,,Single,Unassessed,,,,,Above where Cabala Creek flows in,,,
1287,German.Muncy,201907.German.Muncy,,,German.Run,Muncy Creek,7/29/2019,3:00:00 PM,,41.19939,-76.623722,41.199007,-76.630796,,23.1,7.58,160.1,44,7.63,,32.2,,Single,Unassessed,,,,,Brookside Farm at bridge on Tome rd,,,
1288,UNTtoSusquehannaRiverRM15014.NorthSusquehannaRiver,201907.UNTtoSusquehannaRiverRM15014.NorthSusquehannaRiver,,,UNT.to.Susquehanna.River..RM.150.14.,North Branch Susquehanna River,7/29/2019,12:30:00 PM,,41.038893,-76.256935,41.038783,-76.256848,,18.5,7.09,150,17,6.95,,32.2,,Single,Unassessed,,,,,Below Rt 339 At mouth.,,,
1289,UNTtoSusquehannaRiverRM15025.NorthSusquehannaRiver,201907.UNTtoSusquehannaRiverRM15025.NorthSusquehannaRiver,,,UNT.to.Susquehanna.River..RM.150.25.,North Branch Susquehanna River,7/29/2019,12:30:00 PM,,41.039426,-76.253978,41.039468,-76.252745,,21.2,6.81,131,35,7.79,,31.6,,Single,Unassessed,,,,,150m upstream of mouth,,,
1290,FlintDownstream.Warble,201907.FlintDownstream.Warble,,,Flint.Hollow.Run...Downstream,Warble Run,7/30/2019,11:38:00 AM,,40.45607,-77.51637,40.456259,-77.51637,,,,,,,,,,Single,Unassessed,,,,,Flint Hollow Road near Township Road 3021,,,
1291,FlintUpstream.Warble,201907.FlintUpstream.Warble,,,Flint.Hollow.Run...Upstream,Warble Run,7/30/2019,1:00:00 PM,,40.45607,-77.51637,40.439302,-77.535516,,,,,,,,,,Single,Unassessed,,,,,2385 Flint Hollow Road 1.8 miles fom mouth,,,
1292,Schneck.LowerLittleSwatara,201907.Schneck.LowerLittleSwatara,,,Schneck.Run,Lower Little Swatara Creek,7/30/2019,3:44:00 PM,,40.542553,-76.333949,40.54258,-76.333923,,21.3,6.44,93.9,15,7.22,,32.2,,Single,Unassessed,,,,,at mouth,,,
1293,SwataraSection1.SusquehannaRiver,201907.SwataraSection1.SusquehannaRiver,,,Swatara.Creek..Section.1,Susquehanna River,7/30/2019,9:55:00 AM,,40.185,-76.733056,40.620303,-76.381825,,18.7,6.38,194.4,13,8.85,,28.3,,Single,Unassessed,,,,,Gamelands 229 Blackwood Road Tremont  PA above water treatment plant.,,,
1294,UNTtoCocolamusRM1495.Cocolamus,201907.UNTtoCocolamusRM1495.Cocolamus,,,UNT.to.Cocolamus.Creek..RM.14.95.,Cocolamus Creek,7/30/2019,3:00:00 PM,,40.62902,-77.20382,40.629878,-77.207961,,29.7,8.31,234.7,65,6.19,,35,,Single,Unassessed,,,,,at culvert on Black Dog Road,,,
1295,UNTtoJuniataRiverRM4634.JuniataRiver,201907.UNTtoJuniataRiverRM4634.JuniataRiver,,,UNT.to.Juniata.River..RM.46.34.,Juniata River,7/30/2019,3:00:00 PM,,40.576611,-77.555097,40.572919,-77.554498,,,,,,,,,,Single,Unassessed,,,,,Hawstone Road,,,
1296,UNTtoLowerLittleSwartaraRM338.LowerLittleSwatara,201907.UNTtoLowerLittleSwartaraRM338.LowerLittleSwatara,,,UNT.to.Lower.Little.Swartara.Creek..RM.3.38.,Lower Little Swatara,7/30/2019,2:17:00 PM,,40.539072,-76.339121,40.539051,-76.337297,,19.1,5.87,41.8,9,8.36,,,,Single,Unassessed,,,,,About 100m above mouth on gamelands 160,,,
1297,UNTtoLowerLittleSwataraRM251.LowerLittleSwatara,201907.UNTtoLowerLittleSwataraRM251.LowerLittleSwatara,,,UNT.to.Lower.Little.Swatara.Creek..RM.2.51.,Lower Little Swatara Creek,7/30/2019,12:20:00 PM,,40.540961,-76.353173,40.541123,-76.352667,,21.9,6.35,113.4,19,8.07,,32.2,,Single,Unassessed,,,,,At mouth below rt 895. 0.6m hanging culvert approximately 40m into section.,,,
1298,UNTtoTuscaroraRM1285Upstream.Tuscarora,201907.UNTtoTuscaroraRM1285Upstream.Tuscarora,,,UNT.to.Tuscarora.Creek..RM.12.85..Upstream,Tuscarora Creek,7/30/2019,9:45:00 AM,,40.48182,-77.48469,40.463097,-77.4948,,19.8,7.42,523.8,181,7.53,,29.4,,Single,Unassessed,,,,,Bridge on Indian Mountain Road; muddy,,,
1299,Warble.Tuscarora,201907.Warble.Tuscarora,,,Warble.Run,Tuscarora Creek,7/30/2019,12:00:00 PM,,40.47011,-77.51471,40.454109,-77.516691,,22.2,7.72,503,153,9.11,,32.2,,Single,Unassessed,,,,,At Farm off Flint Hollow Road,,,
1300,UNTtoNorthSusquehannaRiverRM127.NorthSusquehannaRiver,201908.UNTtoNorthSusquehannaRiverRM127.NorthSusquehannaRiver,,,UNT.to.North.Branch.Susquehanna.River..RM.1.27.,North Branch Susquehanna River,8/1/2019,12:00:00 PM,,40.887811,-76.775898,40.887811,-76.775898,,21.1,7.69,269.2,68,8.12,,26.1111,,Single,Unassessed,,,,,20m up from mouth,,,
1301,UNTtoPennsRM881.Penns,201908.UNTtoPennsRM881.Penns,,,UNT.to.Penns.Creek..RM.8.81.,Penns Creek,8/1/2019,8:30:00 AM,,40.85333,-76.87723,40.85333,-76.87723,,20.1,7.64,213,43,8.45,,,,Single,Unassessed,,,,,at mouth,,,
1302,UNTtoPennsRM971.Penns,201908.UNTtoPennsRM971.Penns,,,UNT.to.Penns.Creek..RM.9.71.,Penns Creek,8/1/2019,10:00:00 AM,,40.8645,-76.8859,40.8645,-76.8859,,20.2,7.59,194.3,38,8.26,,,,Single,Unassessed,,,,,at mouth. Along Hollow Road,,,
1303,UNTtoTuscaroraRM1285Downstream.Tuscarora,201908.UNTtoTuscaroraRM1285Downstream.Tuscarora,,,UNT.to.Tuscarora.Creek..RM.12.85..Downstream,Tuscarora Creek,8/2/2019,9:00:00 AM,,40.48182,-77.48469,40.47338,-77.491691,,23.3,7.76,533,160,7.71,,20.5,,Single,Unassessed,,,,,Started at Mouth,,,
1304,Chapman.SusquehannaRiver,201908.Chapman.SusquehannaRiver,,,Chapman.Creek,Susquehanna River,8/5/2019,9:00:00 AM,,40.68074,-76.88175,40.686179,-76.886179,,19.5,7.92,245.3,62,9.54,,26.7,,Single,Unassessed,,,,,at bridge under Rt 11/15,,,
1305,Cranes.Cocolamus,201908.Cranes.Cocolamus,,,Cranes.Run,Cocolamus Creek,8/5/2019,11:00:00 AM,,40.59165,-77.14484,40.59165,-77.14484,,19.8,7.73,133.5,47,9.98,,26.1,,Single,Unassessed,,,,,Started at Mouth,,,
1306,CranesUpstream.Cocolamus,201908.CranesUpstream.Cocolamus,,,Cranes.Run.Upstream,Cocolamus Creek,8/5/2019,12:00:00 PM,,40.59165,-77.14484,40.604929,-77.107516,,22.6,7.74,155.2,41,9.54,,26.1,,Single,Unassessed,,,,,at 112 Lyter Rd,,,
1307,Dobson.WestMahantango,201908.Dobson.WestMahantango,,,Dobson.Run,West Branch Mahantango Creek,8/5/2019,1:30:00 PM,,40.63646,-76.99806,40.628632,-77.005078,,23.8,8.04,166.8,31,7.89,,29.4444,,Single,Unassessed,,,,,At Smithville Rd under Turkey Valley Rd Bridge,,,
1308,DobsonUpstream.WestMahantango,201908.DobsonUpstream.WestMahantango,,,Dobson.Run.Upstream,West Branch Mahantango Creek,8/5/2019,2:55:00 PM,,40.63646,-76.99806,40.615245,-77.026368,,23.6,7.79,187.5,40,8.31,,29.4444,,Single,Unassessed,,,,,At Park Ln culvert,,,
1309,Herrold.SusquehannaRiver,201908.Herrold.SusquehannaRiver,,,Herrold.Run,Susquehanna River,8/5/2019,8:35:00 AM,,40.69027,-76.86905,40.696084,-76.879388,,19.2,6.1,277.3,59,7.66,,22.7,,Single,Unassessed,,,,,Peffer Valley Road  Merle Ulsh property,,,
1310,Independence.SusquehannaRiver,201908.Independence.SusquehannaRiver,,,Independence.Run,Susquehanna River,8/5/2019,9:30:00 AM,,40.68164,-76.89414,40.680009,-76.892784,,19.9,6.51,257,63,8.63,,,,Single,Unassessed,,,,,Below Rt. 15 Bridge,,,
1311,Board.JuniataRiver,201908.Board.JuniataRiver,,,Board.Run,Juniata River,8/6/2019,3:00:00 PM,,40.4804,-77.04679,40.48523,-77.043343,,22,5.7,125.6,38,8.75,,,,Single,Unassessed,,,,,at confluence w Acker  very nice landowner. would be happy with us shocking again,,,
1312,UNTtoJuniataRiverRM523.JuniataRiver,201908.UNTtoJuniataRiverRM523.JuniataRiver,,,UNT.to.Juniata.River..RM.5.23.,Juniata River,8/6/2019,12:30:00 PM,,40.4651,-77.029904,40.465468,-77.028867,,,,,,,,,,Single,Unassessed,,,,,at 322 upstream bridge,,,
1313,White.JuniataRiver,201908.White.JuniataRiver,,,White.Run,Juniata River,8/6/2019,10:00:00 AM,,40.47405,-77.0396,40.47405,-77.0396,,19.3,6.66,61.7,10,7.73,,,,Single,Unassessed,,,,,at mouth,,,
1314,TC0-BL,TC5-BD,,,Baylor Downstream,Susquehanna River,6/1/2020,8:20:00 AM,,,,40.93062,-76.91642,,14,7.29,513.8,142,12.6,,,,Repeated,,,,Farm Streams,,,,,
1315,TC0-BU,TC5-BU,,,Baylor Upstream,Susquehanna River,6/1/2020,12:19:00 PM,,,,40.930641,-76.91756,,16.9,6.46,512.2,142,11.59,,,,Repeated,,,,Farm Streams,,,,,
1316,LU0-EL,LU5-EL,,,East Buffalo Township Downstream,Susquehanna River,6/2/2020,1:27:00 PM,,,,40.96267,-76.90692,,13.2,7.03,692,205,9.87,,,,Repeated,,,,Farm Streams,,,,,
1317,LU0-EU,LU5-EU,,,East Buffalo Township Upstream,Susquehanna River,6/2/2020,2:37:00 PM,,,,40.96246,-76.90794,,13.6,6.49,689,210,11.8,,,,Repeated,,,,Farm Streams,,,,,
1318,TC0-SB-L,TC5-SB-L,,,Steve Brown Downstream,Susquehanna River,6/3/2020,8:34:00 AM,,,,40.9283,-76.94332,,14.1,7.06,550.3,195,11.1,,,,Repeated,,,,Farm Streams,,,,,
1319,TC0-SB-U,TC5-SB-U,,,Steve Brown Upstream,Susquehanna River,6/3/2020,11:59:00 AM,,,,40.928485,-76.94527,,15.2,7.03,586.5,195,10.77,,,,Repeated,,,,Farm Streams,,,Alk measure recorded as taken from downstream event: TC5-SB-L;,,
1320,TC0-CB-L,TC5-CB-L,,,Carl Brown Downstream,Susquehanna River,6/4/2020,8:22:00 AM,,,,40.92994,-76.92643,,15.3,7.08,506.9,165,9.1,,,,Repeated,,,,Farm Streams,,,,,
1321,TC0-CB-M,TC5-CB-M,,,Carl Brown Mountain Trib,Susquehanna River,6/4/2020,12:50:00 PM,,,,40.929338,-76.927445,,19.1,7.6,130.4,44,9.21,,,,Repeated,,,,Farm Streams,,,,,
1322,TC0-CB-U,TC5-CB-U,,,Carl Brown Upstream,Susquehanna River,6/4/2020,10:12:00 AM,,,,40.92937,-76.927653,,16.2,7.17,510.1,188,8.71,,,,Repeated,,,,Farm Streams,,,,,
1323,EC0-NF,EC5-NF,,,Elk Creek- Neff,Pine Creek,6/8/2020,9:11:00 AM,,,,40.9541,-77.384389,,12.2,7.28,77.3,22,14.79,,,,Repeated,,,,Farm Streams,,,,,
1324,EC0-SF,EC5-SF,,,Elk Creek- Sheats,Pine Creek,6/8/2020,1:00:00 PM,,,,40.95596,-77.38076,,15.8,7.77,71.4,21,13.03,,,,Repeated,,,,Farm Streams,,,,,
1325,EC0-ML,EC5-ML,,,Elk Creek- Miller,Pine Creek,6/9/2020,11:15:00 AM,,,,40.958711,-77.374155,,15.1,7.8,73.9,20,10.26,,,,Repeated,,,,Farm Streams,,,,,
1326,EC0-PH,EC5-PH,,,Elk Creek- Chip Brown,Pine Creek,6/9/2020,9:15:00 AM,,,,40.95732,-77.37691,,12.9,7.67,77.5,18,14.71,,,,Repeated,,,,Farm Streams,,,,,
1327,FO0-YR,FO5-YR,,,Yankee Run,Rapid Run,6/9/2020,2:10:00 PM,,,,40.9867,-77.2271,,10.8,7.83,22.6,6.2,14.85,,,,Repeated,,,,Farm Streams,,,,,
1328,LR0-FM-L,LR5-FM-L,,,Forman Downstream,Susquehanna River,6/10/2020,12:15:00 PM,,,,41.026693,-76.776058,,19.5,7.69,629,22,9.42,,,,Repeated,,,,Farm Streams,,,,,
1329,LS0-RA,LS5-RA,,,Little Shamokin,Shamokin Creek,6/10/2020,8:30:00 AM,,,,40.80626,-76.74547,,18.4,7.49,145.1,28,10.54,,,,Repeated,,,,Farm Streams,Training,,,,
1330,TC0-GL,TC5-GL,,,Griffith Downstream,Susquehanna River,6/2/2020,8:30:00 AM,,,,40.929468,-76.934159,,12.4,7.6,579,222,9.09,,,,Repeated,,,,Farm Streams,,,,,
1331,LR0-FM-M,LR5-FM-M,,,Forman Middle,Susquehanna River,6/12/2020,8:20:00 AM,,,,41.028087,-76.77001,,16,7.35,615,200,10.32,,,,Repeated,,,,Farm Streams,,,,,
1332,LR0-FM-U,LR5-FM-U,,,Forman Upstream,Susquehanna River,6/12/2020,10:00:00 AM,,,,41.028781,-76.76658,,16,7.29,655,192,9.64,,,,Repeated,,,,Farm Streams,,,,,
1333,LR0-SR,LR5-SR,,,Schnure,Susquehanna River,6/12/2020,12:30:00 PM,,,,41.02335,-76.77872,,18.1,7.67,655,194,11.1,,,,Repeated,,,,Farm Streams,,,,,
1334,PC0-BL,PC5-BL,,,UNT to Pine Creek- Downstream,Penns Creek,6/15/2020,9:00:00 AM,,,,40.90189,-77.357284,,13.2,8.23,353.5,124,9.52,,,,Repeated,,,,Farm Streams,,,,,
1335,PC0-BU,PC5-BU,,,UNT to Pine Creek- Upstream,Penns Creek,6/15/2020,10:30:00 AM,,,,40.90339,-77.35796,,14.4,7.04,349.9,126,9.28,,,,Repeated,,,,Farm Streams,,,,,
1336,PC0-SS,PC5-SS,,,Pine Creek - Sugar Shack,Penns Creek,6/15/2020,12:00:00 PM,,,,40.90585,-77.350698,,13.1,8.17,29.8,10,9.39,,,,Repeated,,,,Farm Streams,,,,,
1337,Conklin.LakeMokoma,202006.Conklin.LakeMokoma,,,Conklin.Run,Lake Mokoma,6/16/2020,,,,,41.41991,-76.480135,,11,5.55,19.4,3,10.37,,,,Repeated,,,Loyalsock,,,,,,
1338,Dutchman.UpperLoyalsock,202006.Dutchman.UpperLoyalsock,,,Dutchman.Run,Upper Loyalsock Creek,6/16/2020,,,,,41.449235,-76.451373,,9.9,7.15,54.6,5,10.94,,,,Repeated,,,Loyalsock,,,,,,
1339,Mill.Loyalsock,202006.Mill.Loyalsock,,,Mill.Run,Loyalsock Creek,6/16/2020,,,,,41.46669,-76.47659,,13.9,7.31,48,11,9.51,,,,Repeated,,,Loyalsock,,,,,,
1340,Sand.MillMokoma,202006.Sand.MillMokoma,,,Sand.Run,Mill Creek (Mokoma),6/16/2020,,,,,41.429593,-76.486242,,12.9,6.53,30.3,3,9.48,,,,Repeated,,,Loyalsock,,,,,,
1341,CR0-CU,CR5-CU,,,Conley Run Upstream,Buffalo Creek,6/16/2020,1:00:00 PM,,,,40.9623,-77.037026,,19.6,7.66,413.8,122,8.23,,,,Repeated,,,,Farm Streams,Leaf Addition,,,,
1342,CR0-TD,CR5-TD,,,Conley Run Downstream,Buffalo Creek,6/16/2020,9:00:00 AM,,,,40.962323,-77.03018,,15.5,8.16,417.1,110,9.8,,,,Repeated,,,,Farm Streams,Leaf Addition,,,,
1343,Ellis.UpperLoyalsock,202006.Ellis.UpperLoyalsock,,,Ellis.Creek,Upper Loyalsock Creek,6/17/2020,,,,,41.44606,-76.37416,,10.3,7.66,21.8,7,10.64,,,,Repeated,,,Loyalsock,,,,,,
1344,FlagMarsh.Pigeon,202006.FlagMarsh.Pigeon,,,Flag.Marsh.Run,Pigeon Creek,6/17/2020,,,,,41.476077,-76.309056,,11.5,7.67,36.1,5,9.8,,,,Repeated,,,Loyalsock,,,,,,
1345,Sherman.UpperLoyalsock,202006.Sherman.UpperLoyalsock,,,Sherman.Run,Upper Loyalsock,6/17/2020,,,,,41.45208,-76.3519,,14.5,6.89,19,2.5,8.85,,,,Repeated,,,Loyalsock,,,,,,
1346,Yellow.LittleLoyalsock,202006.Yellow.LittleLoyalsock,,,Yellow.Run,Little Loyalsock Creek,6/17/2020,,,,,41.5081,-76.504,,13.5,7.28,91.3,30,10.08,,,,Repeated,,,Loyalsock,,,,,,
1347,LR0-MA,LR5-MA,,,Martin,Susquehanna River,6/17/2020,2:00:00 PM,,,,41.048934,-76.736244,,16.8,8.18,632,,9.09,,,,Repeated,,,,Farm Streams,,,,,
1348,LR0-PF,LR5-PF,,,Pfleegor,Susquehanna River,6/17/2020,8:30:00 AM,,,,41.034352,-76.74827,,13.1,8.17,667,190,8.75,,,,Repeated,,,,Farm Streams,,,,,
1349,LR0-SM,LR5-SM,,,Smith,Susquehanna River,6/17/2020,11:00:00 AM,,,,41.04128,-76.745599,,14.8,8.13,663,,10.15,,,,Repeated,,,,Farm Streams,,,Ran out of H2SO4-could not measure Alkalinity;,,
1350,BearRun.Loyalsock,202006.BearRun.Loyalsock,,,Bear.Run,Loyalsock Creek,6/18/2020,,,,,41.465112,-76.498457,,12.4,7.5,36,8,10.05,,,,Repeated,,,Loyalsock,,,,,,
1351,Coal.UpperLoyalsock,202006.Coal.UpperLoyalsock,,,Coal.Run,UpperLoyalsock Creek,6/18/2020,,,,,41.46088,-76.52153,,10.1,6.82,46.1,9.7,8.3,,,,Repeated,,,Loyalsock,,,,,,
1352,Lake.Elk,202006.Lake.Elk,,,Lake.Run,Elk Creek,6/18/2020,,,,,41.55373,-76.66962,,18,7.32,42.8,10,8.94,,,,Repeated,,,Loyalsock,,,,,,
1353,Streby.Lick,202006.Streby.Lick,,,Streby.Run,Lick Creek,6/18/2020,,,,,41.548331,-76.555277,,14.6,7.29,156,43,9.81,,,,Repeated,,,Loyalsock,,,,,,
1354,CR0-SY,CR5-SY,,,Stony Run,Buffalo Creek,6/18/2020,8:45:00 AM,,,,40.961603,-77.003231,,15.4,8.22,53.9,12,7.11,,,,Repeated,,,,Farm Streams,Leaf Addition,,,,
1355,FO0-WD,FO5-WD,,,UNT 19227,White Deer Creek,6/18/2020,1:30:00 PM,,,,41.0174,-77.1792,,11.1,8.18,28.3,20,8.91,,,,Repeated,,,,Farm Streams,,,,,
1356,PC0-VR,PC5-VR,,,Voneida Run,Penns Creek,6/18/2020,4:15:00 PM,,,,40.905194,-77.345991,,15.7,8.05,54,10,,,,,Repeated,,,,Farm Streams,,,,,
1357,Brunnerdale.Ogdonia,202006.Brunnerdale.Ogdonia,,,Brunnerdale.Run,Ogdonia Creek,6/19/2020,,,,,41.38554,-76.66904,,12.7,6.8,48.9,11,6.49,,,,Repeated,,,Loyalsock,,,,,,
1358,Rock.LittleLoyalsock,202006.Rock.LittleLoyalsock,,,Rock.Run,Little Loyalsock Creek,6/19/2020,,,,,41.501177,-76.516613,,13,6.93,54.5,12,9.63,,,,Repeated,,,Loyalsock,,,,,,
1359,Scar.LowerLoyalsock,202006.Scar.LowerLoyalsock,,,Scar.Run,Lower Loyalsock,6/19/2020,,,,,41.470536,-76.635052,,13.7,7.16,42.1,10,9.95,,,,Repeated,,,Loyalsock,,,,,,
1360,Painter.LittleBear,202006.Painter.LittleBear,,,Painter.Run,Little Bear Creek,6/22/2020,,,,,41.3598,-76.84715,,13.6,7.57,33,8,10.07,,,,Repeated,,,Loyalsock,,,,,,
1361,Red.LittleBear,202006.Red.LittleBear,,,Red.Run,Little Bear Creek,6/22/2020,,,,,41.34909,-76.81129,,12.5,7.16,21,3,10.33,,,,Repeated,,,Loyalsock,,,,,,
1362,SandSpring.LittleBear,202006.SandSpring.LittleBear,,,Sand.Spring.Run,Little Bear Creek,6/22/2020,,,,,41.34489,-76.79786,,12.3,6.69,15.1,2.5,10.25,,,,Repeated,,,Loyalsock,,,,,,
1363,DryHB.Hoagland,202006.DryHB.Hoagland,,,Dry.Run.HB,Hoagland Branch,6/23/2020,,,,,41.51405,-76.71452,,14.8,7,62.4,13,9.06,,,,Repeated,,,Loyalsock,,,,,,
1364,DrySock.LowerLoyalsock,202006.DrySock.LowerLoyalsock,,,Dry.Run.Sock,Lower Loyalsock Creek,6/23/2020,,,,,41.419941,-76.704952,,15.8,7.2,58,15,9.11,,,,Repeated,,,Loyalsock,,,,,,
1365,Grandad.Hessler,202006.Grandad.Hessler,,,Grandad.Run,Hessler Branch,6/23/2020,,,,,41.35706,-76.7487,,14.4,6.98,14.5,2,9.69,,,,Repeated,,,Loyalsock,,,,,,
1366,Shingle.Bear,202006.Shingle.Bear,,,Shingle.Run,Bear Creek,6/23/2020,,,,,41.38193,-76.76989,,15.2,6.84,14.3,2.5,9.44,,,,Repeated,,,Loyalsock,,,,,,
1367,Swamp.Hoagland,202006.Swamp.Hoagland,,,Swamp.Run,Hoagland Branch,6/23/2020,,,,,41.49084,-76.71973,,15.7,6.98,47.1,10,9.17,,,,Repeated,,,Loyalsock,,,,,,
1368,Level.Lick,202006.Level.Lick,,,Level.Branch,Lick Creek,6/24/2020,,,,,41.553886,-76.553158,,15.6,7.37,99.2,38,9.65,,,,Repeated,,,Loyalsock,,,,,,
1369,Porter.Hoagland,202006.Porter.Hoagland,,,Porter.Creek,Hoagland Branch,6/24/2020,,,,,41.52133,-76.70416,,17.5,7.22,98.2,20,9.41,,,,Repeated,,,Loyalsock,,,,,,
1370,Snake.BearLoyalsock,202006.Snake.BearLoyalsock,,,Snake.Run,Bear Creek (Loyalsock),6/24/2020,,,,,41.38209,-76.781769,,13.5,7.22,28.9,6,10.2,,,,Repeated,,,Loyalsock,,,,,,
1371,Fall.Hoagland,202006.Fall.Hoagland,,,Fall.Run,Hoagland Branch,6/25/2020,,,,,41.53544,-76.74061,,15.6,7.52,101.3,19,9.3,,,,Repeated,,,Loyalsock,,,,,,
1372,Huckle.Loyalsock,202006.Huckle.Loyalsock,,,Huckle.Run,Loyalsock,6/25/2020,,,,,41.41844,-76.71111,,14.2,7.58,41.4,7,9.24,,,,Repeated,,,Loyalsock,,,,,,
1373,Lick.Kings,202006.Lick.Kings,,,Lick.Run,Kings Creek,6/25/2020,,,,,41.50767,-76.64373,,13.7,7.46,51.9,12,9.07,,,,Repeated,,,Loyalsock,,,,,,
1374,MainStemofCocolamusupstreamofClassification.JuniataRiver,202006.MainStemofCocolamusupstreamofClassification.JuniataRiver,,,Main.Stem.of.Cocolamus.upstream.of.Classification,Juniata River,6/25/2020,11:50:00 AM,,40.67058,-77.18088,40.66849,-77.18481,,20.7,6.63,159,58,8.08,,26.68,,Single,Unassessed,,,,,Upstream from Knouse property and UNT with Unknown RM,,,
1375,UNT11703toCocolamusRM1673AKADunnValley.Cocolamus,202006.UNT11703toCocolamusRM1673AKADunnValley.Cocolamus,,,UNT.11703.to.Cocolamus.Creek.RM.16.73..A.K.A...Dunn.Valley.Creek.,Cocolamus Creek,6/25/2020,9:50:00 AM,,40.64968,-77.21822,40.649647,-77.216132,,14.3,6.71,113.8,29,8.78,,23.3,,Single,Unassessed,,,,,Dresslers Upholstery,,,
1376,UNTRM1914toCocolamus.Cocolamus,202006.UNTRM1914toCocolamus.Cocolamus,,,UNT.RM.19.14.to.Cocolamus.Creek.,Cocolamus Creek,6/25/2020,11:00:00 AM,,40.66849,-77.18481,40.66849,-77.18481,,19.1,6.62,119.1,39,7,,26.6,,Single,Unassessed,,,,,@ mouth off Rt. 35 on Knouse Property,,,
1377,UNTtoCocolamusRM1538.Cocolamus,202006.UNTtoCocolamusRM1538.Cocolamus,,,UNT.to.Cocolamus.Creek.RM.15.38,Cocolamus Creek,6/25/2020,9:00:00 AM,,40.634308,-77.207136,40.634308,-77.207136,,16.4,6.92,155.8,37,8.14,,23.3,,Single,Unassessed,,,,,Shank Farm,,,
1378,Weed.Hoagland,202006.Weed.Hoagland,,,Weed.Creek,Hoagland Branch,6/25/2020,,,,,41.53089,-76.74007,,14.3,7.39,69.3,14,9.27,,,,Repeated,,,Loyalsock,,,,,,
1379,TC0-GU,TC5-GU,,,Griffith Upstream,Susquehanna River,6/2/2020,10:30:00 AM,,,,40.929113,-76.936431,,12.8,7.35,570.7,186,12.66,,,,Repeated,,,,Farm Streams,,,,,
