SurveyID,SiteCode,EventCode,Date,Watername,TribTo,Time,CrewLeader,Comments,Location,Length,AveWid,Wid1,Wid2,Wid3,Wid4,Wid5,VoltStart,FreqStart,DutyStart,Volts,FreqEnd,DutyEnd,Flow,EffortMin,Seconds,Pass1TimeA,Pass2TimeA,Pass3TimeA,Pass1TimeB,Pass2TimeB,Pass3TimeB,Pass1TimeC,Pass2TimeC,Pass3TimeC,Pass1TimeD,Pass2TimeD,Pass3TimeD,PEAllTrout,PEBrook,PEBrown,PERainbow,PEYOYAll,PEYOYBrook,PEYOYBrown,PEYOYRainbow,PEAdtAll,PEAdtBrook,PEAdtBrown,PEAdtRainbow,BrookP1,BrookP2,BrookP3,BrownP1,BrownP2,BrownP3,RainP1,RainP2,RainP3,TigerP1,TigerP2,TigerP3,TotalP1,TotalP2,TotalP3,GrandTotal,NumShockers,TimeStamp,IDBy,RecordBy,Crew,RFPID,SurveyNotes,Operators,Netters
1477,DryHB.Hoagland,202106.DryHB.Hoagland,15-Jun-21,Dry Run- Hoagland Branch,Hoagland Branch,1:30:00 PM,,,New Start - Upstream of Waterfalls,100,3.42,1.7,2.3,4.5,5.2,3.4,600,,,600,,,Normal,135,8086,1403,1664,842,1622,1729,826,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Hill,Tomasulo,"Hill, Tomasulo, Heisler, Tyron, Peachey",,,,
1478,Swamp.Hoagland,202106.Swamp.Hoagland,15-Jun-21,Swamp Run,Hoagland Branch,9:00:00 AM,,,,103,4.36,6,2.2,7,3.5,3.1,800,,,800,,,Normal,182,10890,2352,1459,1296,2734,1855,1194,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,"Hill, Tomasulo, Heisler, Tyron, Peachey",,,,
1479,Coal.UpperLoyalsock,202106.Coal.UpperLoyalsock,16-Jun-21,Coal Run,Upper Loyalsock Creek,10:00:00 AM,,,,100,1.36,1.5,1,1.7,1,1.6,600,,,600,,,Normal,93,5561,2094,1658,1809,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Tryon,Tryon,"Tryon, Peachey, Tomosulo, Heisler, Klim",,,,
1480,Rock.LittleLoyalsock,202106.Rock.LittleLoyalsock,16-Jun-21,Rock Run,Little Loyalsock Creek,2:45:00 PM,,,,100,3.22,1.4,3,4,5,2.7,600,,,600,,,Normal,176,10563,2191,1865,1254,2209,1940,1104,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Heisler,"Tomasulo, Heisler","Heisler, Peachey, Tomasulo, Tryon",,,,
1481,Grandad.Hessler,202106.Grandad.Hessler,17-Jun-21,Grandad Run,Hessler Branch,9:30:00 AM,,,,100,3.12,2.5,2.8,3.2,3.5,3.6,990,,,990,,,Normal,250,14986,2879,3004,1846,3264,2636,1357,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"Heisler, CH","Peachey, Heisler","Hill, Tomasulo, Heisler, Tyron, Peachey",,,,
1482,CR0-SY,CR6-SY,23-Jun-21,Stony Run,Buffalo Creek,10:00:00 AM,Wilson,,,100,7.58,5.5,9,8.1,9.6,5.7,525,,,525,,,Normal,220,13175,4503,2789,1799,4902,3032,1879,3770,3429,1851,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"H.K, R.W, M.W.","R.W., H.K.","Wilson, Klim, Wetzel, Cline, Brennan, JT",,Tadpole - 1 collected in pass 2 but not IDed to species.,"Wilson, Cline, Ressler, Brennan,Wetzel, JT",
1483,CR0-CU,CR6-CU,24-Jun-21,Conley Run (Upstream),Buffalo Creek,1:00:00 PM,Wilson,,,100,1.46,0.3,2.8,0.9,1.4,1.9,165,,,165,,,Normal,156,9336,3869,3138,2329,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Hannah Klim,,"Wilson, Ressler, Klim, Brennan",,,,
1484,CR0-TD,CR6-TD,24-Jun-21,Conley Run (downstream),Buffalo Creek,9:30:00 AM,Wilson,,,100,1.36,0.8,1,1.4,1.8,1.8,150,,,150,,,Normal,153,9202,3300,3383,2519,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Hannah Klim,Zachary Cline,"Wilson, Ressler, Klim, Cline, Heisler, Brennan",,,,
1485,PK0-BP,PK6-BP,28-Jun-21,Plunkett's Creek-Boulder Pool,Loyalsock Creek,1:45:00 PM,,,,100,9.14,10.1,9.8,6.8,5.4,13.6,550,,,550,,,Normal,471,28270,3563,2714,2050,4424,1342,1599,3999,2093,1660,2426,2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Wetzel,Cline,"Heisler, Peachey, Klim, Tomosulo, Hill, Brennan, Wetzel, Tryon, Cline",,Triple Pass Depletion. Tadpole - 1 captured and not Ided to species.,,
1486,PK0-CH,PK6-CH,28-Jun-21,Plunkett's Creek (Chute),Loyalsock Creek,9:30:00 AM,,,,100,3.8,2.2,3,3.3,3.2,7.3,550,,,550,,,Low,282,16918,2754,1711,1338,2884,1742,1561,2847,1152,929,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,Wetzel,Hill,"Heisler, Peachey, Klim, Tomosulo, Hill, Brennan, Wetzel, Tryon, Cline",,Triple Pass Depletion.,,
1487,PK0-KC,PK6-KC,29-Jun-21,Plunkett's Creek (King's Confluence,Loyalsock Creek,9:30:00 AM,Wilson,,,100,5.02,2.6,3.6,3,5.9,10,450,,,450,,,Normal,184,11031,2277,1648,228,2260,1494,1088,816,376,844,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"Klim,Wilson","Tomlinson, Klim","Heisler, Peachey, Klim, Tomosulo, Hill, Brennan, Wetzel, Tryon, Cline",,Triple Pass Depletion. Salamanders - 6 (Dusky and Two-line).,"Wilson, Cline, JT, Brennan, Heisler, Ressler",
1488,PK0-RK,PK6-RK,29-Jun-21,Plunkett's Creek (Rock),Loyalsock Creek,1:00:00 PM,,,,100,6.8,8.5,7.8,4.8,5.9,7,450,,,450,,,Low,231,13868,1760,1389,1403,1850,1680,1084,1853,1572,1277,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"Klim,  Tryon","Klim, Brennan,","Heisler, Peachey, Klim, Tomosulo, Hill, Brennan, Wetzel, Tryon, Cline",,Triple Pass Depletion. Frog - 1 and Salamander -3 captured and not Ided to species.,"Wilson, Ressler, Brennan,Tryon, AH, Cline",
1489,UNT23400.Susquehanna,202107.UNT23400.Susquehanna,12-Jul-21,UNT23400,Susquehanna River,12:30:00 PM,,No fish,"Sample site at edge of State Game Land, next to private cabin lot on Hyner River Road",100,2.42,1.6,3.8,1.7,0.8,4.2,990,,,990,,,High,21,1237,1237,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey, Kathy Straub",16817,,,
1490,UNT23662Butler.Kettle,202107.UNT23662Butler.Kettle,12-Jul-21,UNT23662 Butler Hollow Run,Kettle Creek,4:00:00 AM,,No fish,"At end of Plank Road, 20 m past road end on forest trail to equipment ford.",100,1.7,1.4,2.4,1.1,2.3,1.3,90,,,90,,,Normal,0,,826,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey, Kathy Straub",16807,,,
1491,UNTtoEastFerneyRM196.EastFerneyUNT23387,202107.UNTtoEastFerneyRM196.EastFerneyUNT23387,12-Jul-21,UNT to East Ferney Run (RM1.96),East Ferney Run UNT 23387,10:15:00 AM,,"natural waterfall at 5m (<1m)
natural waterfalls + culvert (in streambed) at 45-56m
No Fish",Five m from mouth at waterfall.  Access by Saltzman Trail and two-track path,100,1.3,0.7,1.1,1.2,1.3,2.2,750,,,750,,,High,13,753,753,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey, Kathy Straub",15700,,,
1492,Butler.SugarCamp,202107.Butler.SugarCamp,13-Jul-21,Butler Hollow Run,Sugar Camp Run,11:10:00 AM,,Stream was dry,"At mouth, stream was dry",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey, Kathy Straub",16814,,,
1493,DryHollow.KettleLake,202107.DryHollow.KettleLake,13-Jul-21,Dry Hollow Run,Kettle Creek Lake,11:22:00 AM,,,"At Culvert on Kettle Creek Road, Stream was dry",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey",,,,
1494,Mackintosh.Hulling,202107.Mackintosh.Hulling,13-Jul-21,Mackintosh Hollow,Hulling Branch,9:30:00 AM,,Stream was dry,"At mouth, stream dry",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler, Cara Brennan, Arielle Heisler, Rose Wetzel, Hannah Klim, Jacob Tomasulo, Gabe Peachey",16811,,,
1495,JohnSummerson.Trout,202107.JohnSummerson.Trout,14-Jul-21,John Summerson Branch,Trout Run,11:30:00 AM,,No fish (Not shocked?) No information on page.,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brennan, Heisler, Tomosulo, Klim, Peachey",,,,
1496,LFBeaverDam.Kettle,202107.LFBeaverDam.Kettle,14-Jul-21,Left Fork Beaver Dam Run,Kettle Creek,10:00:00 AM,,"High Flow, Tough to catch fish.  Spring Salamander 11.4 g (large), Scouting Protocol - First 10 fish",,,,,,,,,525,,,525,,,High,28,1657,1657,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Brennan,Klim,Klim Brenna,,,,
1497,RFBeaverDam.Kettle,202107.RFBeaverDam.Kettle,14-Jul-21,Right Fork to Beaver Dam Run,Kettle Creek,9:45:00 AM,,scouting for possible long term sites,,,,,,,,,600,,,600,,,High,9,544,544,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wetzel,Ressler,"Matt Wilson, Dan Ressler, Rose Wetzel, Cara Brennan, Arielle Heisler, Hannah Klim, Gabe Peachey, Jacob Tomasulo, Kathy Straub",,,,
1498,Trout.Hammersley,202107.Trout.Hammersley,14-Jul-21,Wykoff Branch Trout Run,Hammersley Fork Trout run,1:15:00 PM,,Scouting Protocol - First 10 fish,Wykoff Rd off of Trout Run Rd.,,,,,,,,600,,,600,,,High,9,516,516,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,"Heisler, Tomasulo, Klim, Brennan, Peachey",,,,
1499,Walters.Kettle,202107.Walters.Kettle,14-Jul-21,Walters Run,Kettle Creek,4:00:00 PM,,Scouting Protocol - First 10 fish,,,,,,,,,700,,,700,,,High,13,759,759,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wilson,RW,,,,,
1500,Wykoff.Trout,202107.Wykoff.Trout,14-Jul-21,Wykoff Run,Trout Run,1:30:00 PM,,"25% duty cycle, Scouting Protocol - First 10 fish","Island at mouth, split group to sample",,,,,,,,900,,,900,,,High,9,539,539,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,HK,,,,,
1501,35987RM1153.Shenango,202107.35987RM1153.Shenango,19-Jul-21,UNT35987 RM 11.53,Shenango River,10:00:00 AM,,"No stream
managed wetland, no culvurt to allow flow",No stream channel in mitigation wetland complex,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16782,,,
1502,35988RM018UNTtoUNT1153.Shenango,202107.35988RM018UNTtoUNT1153.Shenango,19-Jul-21,UNT35988 RM 0.18 UNT to UNT11.53,Shenango River,10:00:00 AM,,"No stream
Managed wetland without culvurt to allow flow","Swale next to abandoned railroad grade, no flow at wetland mitigation complex",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16783,,,
1503,35990UNTRM1330.Shenango,202107.35990UNTRM1330.Shenango,19-Jul-21,UNT 35990 UNT RM 13.30,Shenango River,1:39:00 PM,,"DRY
lake is up but veg growth across streambed",Stream bed had vegetation  across channel.  Dry under lower water levels. At Mouth,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16767,,,
1504,35996RM1486toShenango.Shenango,202107.35996RM1486toShenango.Shenango,19-Jul-21,35996 RM 14.86 to Shenango,Shenango River,4:30:00 AM,,"Marsh/no visible trib/if chanel, then dry near shore","Marsh, no discernable channel, at mouth.  Wet but no flow at Kane Road.",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16791,,,
1505,36004UNTRM1492toShenango.Shenango,202107.36004UNTRM1492toShenango.Shenango,19-Jul-21,UNT36004 UNT RM 14.92 to Shenango,Shenango River,4:15:00 AM,,Marsh; no stream channel,"Marsh and vegetation, no channel at mouth. Appeared to flow at Kane Road but did not shock (landowner access)",,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16792,,,
1506,36005RM154UNTToShenango.Shenango,202107.36005RM154UNTToShenango.Shenango,19-Jul-21,UNT36005 RM15.4 UNT To Shenango,Shenango River,3:40:00 AM,,"No stream channel 
Marsh/Wetland",No discernable channel.  At mouth,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16793,,,
1507,36006RM018toUNTToShenango.Shenango,202107.36006RM018toUNTToShenango.Shenango,19-Jul-21,UNT36006 RM 0.18 to UNT Shenango,Shenango River,3:45:00 AM,,marsh/wetland. No stream channel,Wetland ponds with no stream. At edge of farm field.,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16794,,,
1508,SWBankTrib35984ofShenangoUNTRM990.ShenangoLake,202107.SWBankTrib35984ofShenangoUNTRM990.ShenangoLake,19-Jul-21,UNT 35984 of Shenango UNT RM 9.90,Shenango River Lake,11:10:00 AM,,"Shale substrate large pool at start 
Creek Chub: Abundant
Johnny Darter: rare
Fantail Darter: rare
Spottail Shiner: rare",At mouth,100,1.46,1.4,1.3,1.2,1.7,1.7,140,,,140,,,Normal,8,475,475,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,MW,MW/DR,"Matt Wilson, Dan Ressler",16781,,,
1509,UNT35991ToShenangoRM1373.Shenango,202107.UNT35991ToShenangoRM1373.Shenango,19-Jul-21,UNT 35991 To Shenango River RM 13.73,Shenango River,2:20:00 PM,,Marsh; no stream channel,Wetland and pond. No channel at mouth,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16785,,,
1510,35992RM13.82.ShenangoLake,202107.35992RM13.82.ShenangoLake,20-Jul-21,35992 RM 13.82,Shenango River Lake,4:20:00 AM,,blacknose dace rare,At mouth,100,1.46,1.8,1.8,1.4,1.3,1,275,,,275,,,Normal,0,,668,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MW,MW,"Matt Wilson, Dan Ressler",16786,,,
1511,35993RM1399.ShenangoLake,202107.35993RM1399.ShenangoLake,20-Jul-21,35993 RM 13.99,Shenango River Lake,12:45:00 PM,,"Johnny Darters: present
Creek Chub: present",At mouth,100,1.32,1,1.1,1.7,1.8,1,500,,,500,,,Normal,0,,688,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MW,MW,"Matt Wilson, Dan Ressler",16787,,,
1512,35994RM1426.ShenangoLake,202107.35994RM1426.ShenangoLake,20-Jul-21,35994 RM 14.26,Shenango River Lake,11:00:00 AM,,"started at poison ivy palm tree
creek chub: rare
blacknose dace: rare
Johnny Darter: present",at mouth,100,2.08,3,2,2.2,2.3,0.9,250,,,250,,,Normal,17,1015,1015,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,MW,MW,"Matt Wilson, Dan Ressler",16788,,,
1513,35995RM1455.ShenangoLake,202107.35995RM1455.ShenangoLake,20-Jul-21,35995 RM 14.55,Shenango River Lake,10:00:00 AM,,"Stopped at 80m because of multiflora wall
Blacknose Dace: common
Johnny Darters: common",Site 20 m upstream from mouth in clear channel,80,1.1,1.7,1.5,1,0.7,0.6,170,,,170,,,Normal,11,648,648,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,MW,MW,"Matt Wilson, Dan Ressler",16789,,,
1514,UNT35989toChestnutRM152.Chestnut,202107.UNT35989toChestnutRM152.Chestnut,20-Jul-21,UNT35989 to Chestnut Run (RM 1.52),Chestnut Run,4:14:00 AM,,DRY:soybean field,Dry steambed at Huron St crossing,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16784,,,
1515,UNT36011toBoothRM145.Booth,202107.UNT36011toBoothRM145.Booth,20-Jul-21,UNT36011 to Booth Run RM 1.45,Booth Run,4:33:00 AM,,Dry-drainage swale,Swale with no discernable channel at mouth,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matt Wilson, Dan Ressler",16796,,,
1516,Coal.Loyalsock,202206.Coal.Loyalsock,,,,,Ashcraft,,,105,1.78,1.3,2.3,1.2,2.1,2,430,30,10,430,30,10,Low,135,135,4816,2262,2069,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/10/2022 18:15,,,"Ashcraft, Ressler, Wilson, Poole",,4 dead after recovery,"Ashcraft, Ressler","Wilson, Poole"
1517,EastMill.Mill,202206.EastMill.Mill,,,,,Wilson,,,100,4.61,7.2,4.4,3.7,5.9,1.85,350,30,10,350,30,10,Normal,134,134,3696,3152,2405,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/5/2022 12:27,Roan,Lawson,"Wilson, Ressler, Poole, Winters",,10 Dead after recovery,"Ressler, Poole","Ressler, Wilson, Poole, Winters"
1518,Glass.Loyalsock,202206.Glass.Loyalsock,,,,,Wilson,,,101,2.84,2,2.5,2.3,4,3.4,475,30,10,475,30,10,Normal,105,105,3080,2735,2497,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/11/2022 15:43,,,"Roan, Wilson, Poole,Peachey, Lawson, Ashcraft,",,7 dead after recovery,"Roan, Wilson, Poole","Peachey, Lawson, Ashcraft,"
1519,MillCreek.Loyalsock,202206.MillCreek.Loyalsock,,,,,Wilson,,,100,5.64,5.2,2.7,7.1,6,7.2,325,30,10,325,30,10,Normal,225,225,4269,3905,2736,4184,3285,2561,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8/17/2022 9:47,,,"Ressler,Poole,Ashcraft, Roan, Wilson,Winters,Lawson,Peachey",,35 Dead after recovery,"Wilson,Poole,Winters,Peachey","Ashcraft, Roan, Wilson,Winters,Lawson"
1520,Shanerburg.Loyalsock,202206.Shanerburg.Loyalsock,,,,,Wilson,,,100,6.08,4.2,7.2,5.7,3.4,9.9,375,30,10,375,30,10,Normal,241,241,5479,3351,2738,5704,3369,3141,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8/16/2022 15:45,Ashcraft,Roan,"Ashcraft, Roan, Wilson, Ressler, Lawson, Peachey, Winters",,12 Dead after recovery,"Ashcraft, Roan, Wilson, Ressler","Roan,Lawson, Peachey, Winters, Ressler, Wilson"
1521,UNTRM163.Shanerburg,202206.UNTRM163.Shanerburg,,,,,Wilson,,,100,1.83,2.6,1.7,0.45,3.3,1.1,150,30,10,150,30,10,Normal,35,35,912,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/10/2022 17:50,,,Poole Wilson,,No fish - amphibians present,Wilson,Poole & Wilson
1522,UNTRM247.Glass,202206.UNTRM247.Glass,,,,,Ashcraft,,,101,2.78,2.2,2.5,3.3,4.1,1.8,560,30,10,560,30,10,Normal,26,26,1863,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/11/2022 16:32,,,"Roan, Ashcraft, Lawson",,"No Fish, but salamanders present",Roan,"Ashcraft, Lawson"
1523,UNTRM5325.Loyalsock,202206.UNTRM5325.Loyalsock,,,,,Wilson,,,103,2.89,3.2,3.1,3.6,2.95,1.6,125,30,10,125,30,10,Normal,28,28,1167,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7/29/2022 12:17,,,"Wilson, Peachey",,No Fish or other aquatic organisms,Wilson,Peachey
1524,BigSpring.Kettle,202207.BigSpring.Kettle,,,,,Wilson,,,100,1.23,0.94,2.27,1.34,1.1,0.5,560,30,10,560,30,10,Normal,119,119,2492,1415,1417,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/30/2022 9:59,Wilson,Wilson,"Peachey, Dagle, Peachey",,"Lots of fat young of year, unknown number of dead after recovery","Peachey,Ressler, Peachey","Peachey, Dagle, Peachey"
1525,Billings.Kettle,202207.Billings.Kettle,,,,,Wilson,,,98,4.12,4.5,6.4,3.2,2.5,4,430,30,10,430,30,10,Normal,250,250,4432,3753,2556,4542,3549,3528,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8/30/2022 8:58,,,"Wilson, Ressler,Peachey, Ashcraft",,UNK dead after recovery,"Wilson, Ressler,Peachey, Ashcraft","Ashcraft, Ressler, Wilson"
1526,Bonnell.Pine,202207.Bonnell.Pine,,,,,Wilson,,,100,1.92,2.7,2,1.9,2.2,0.8,410,30,10,425,30,10,Normal,150,150,4408,2900,1817,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/19/2022 15:56,,,"Ressler, Dagle, Wilson, Ashcraft, Peachey",,"Bumped Volts up at 12m, back down at 15m; 9 dead after recovery","Ressler, Dagle","Wilson, Ashcraft, Peachey"
1527,CountyLine.Hammersley,202207.CountyLine.Hammersley,,,,,Wilson,,,100,,,,,,,395,30,10,395,30,10,Normal,210,210,2825,1453,1222,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/16/2022 10:07,,,"Wilson, Rankine, Dagle",,6-7 dead after recovery,Wilson,"Rankine, Dagle"
1528,Darling.Pine,202207.Darling.Pine,,,,,Wilson,,,100,2.6,3,1.8,2.7,1.5,4,225,30,10,225,30,10,Normal,129,129,3275,2529,3467,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8/23/2022 8:37,,,"Wilson, Ashcraft, Peachey",,Unknown number dead after recovery,Wilson,"Ashcraft, Peachey"
1529,Hammersley.Kettle,202207.Hammersley.Kettle,,,,,Wilson,,,100,5.3,4.6,10,3.3,4.8,3.8,350,30,10,350,30,10,Normal,236,236,4258,3764,2840,4272,3800,3029,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8/15/2022 9:47,Wilson,Ressler,"Wilson, Ressler, Ashcraft, Rankine, Peachey, Winters, Dagle",,Unknown dead after recovery,"Wilson, Ressler, Ashcraft","Wilson, Ressler, Ashcraft, Peachey, Winters, Dagle"
1530,KellysField.Morris,202207.KellysField.Morris,,,,,Ashcraft,,,100,1.14,0.6,0.8,1.3,0.8,2.2,420,30,10,410,30,10,Normal,15,15,422,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7/28/2022 16:31,,,"Ashcraft, Ressler, Winters",,No fish.  Shocked salamanders & crayfish,Ashcraft,Ressler
